DateTime,Heat_watts
09/03/2010 21:00:00,10481132.129
09/03/2010 21:15:00,10437296.361
09/03/2010 21:30:00,10393460.593
09/03/2010 21:45:00,10354008.402
09/03/2010 22:00:00,10323323.364
09/03/2010 22:15:00,10323323.364
09/03/2010 22:30:00,10301405.480
09/03/2010 22:45:00,10288254.750
09/03/2010 23:00:00,10266336.866
09/03/2010 23:15:00,10213733.944
09/03/2010 23:30:00,10130445.985
09/03/2010 23:45:00,10055925.179
09/04/2010 00:00:00,9985787.950
09/04/2010 00:15:00,9955102.913
09/04/2010 00:30:00,9920034.298
09/04/2010 00:45:00,9880582.107
09/04/2010 01:00:00,9827979.186
09/04/2010 01:15:00,9797294.148
09/04/2010 01:30:00,9744691.226
09/04/2010 01:45:00,9709622.612
