Date,Elevation (feet),Storage (af),Evaporation (af),Inflow** (cfs),Unregulated Inflow*** (cfs),Power Release (cfs),Bypass Release (cfs),Spillway Release (cfs),Total Release (cfs),
15-Dec-84,3687.17,22324400,1406,14166,10683,25810, , ,25000, 
16-Dec-84,3687.01,22300200,1405,12632,9396,25842, , ,25100, 
17-Dec-84,3686.88,22280600,1404,13636,10325,23993, , ,23600, 
18-Dec-84,3686.74,22259500,1403,13519,11077,24789, , ,24300, 
19-Dec-84,3686.59,22236900,1402,12301,9166,24341, , ,23900, 
20-Dec-84,3686.45,22215800,1401,13017,8830,24253, , ,23800, 
21-Dec-84,3686.28,22190200,1399,11666,7175,25556, , ,24900, 
22-Dec-84,3686.14,22169200,1398,14271,10253,25736, , ,25000, 
23-Dec-84,3685.98,22145100,1397,12682,8431,25826, , ,25100, 
24-Dec-84,3685.83,22122600,1395,13553,9189,25837, , ,25100, 
25-Dec-84,3685.66,22097100,1394,11918,7161,25821, , ,25100, 
26-Dec-84,3685.5,22073100,1393,11934,6321,24772, , ,24300, 
27-Dec-84,3685.37,22053700,1392,15239,9786,25816, , ,25100, 
28-Dec-84,3685.2,22028200,1390,11716,5789,25556, , ,24900, 
29-Dec-84,3685.04,22004300,1389,12787,7183,25779, , ,25100, 
30-Dec-84,3684.92,21986300,1388,15999,11594,26109, , ,25100, 
31-Dec-84,3684.76,21962500,1387,12840,9074,26212, , ,25100, 
1-Jan-85,3684.63,21943100,450,14564,12446,25933, , ,24900, 
2-Jan-85,3684.5,21923700,450,14764,11848,26293, , ,25100, 
3-Jan-85,3684.34,21899900,450,12468,8659,26277, , ,25200, 
4-Jan-85,3684.2,21879000,449,13947,9407,26153, , ,25100, 
5-Jan-85,3684.03,21853700,449,11551,6786,26261, , ,25100, 
6-Jan-85,3683.84,21825500,448,9971,5302,26218, , ,25100, 
7-Jan-85,3683.72,21807600,448,15679,9209,26293, , ,25200, 
8-Jan-85,3683.52,21778000,447,9309,3635,26212, , ,25200, 
9-Jan-85,3683.42,21763100,447,17313,11438,26255, , ,25200, 
10-Jan-85,3683.29,21743900,447,14871,9333,26068, , ,25100, 
11-Jan-85,3683.18,21727600,446,16550,10370,26234, , ,25200, 
12-Jan-85,3683.02,21703900,446,12520,7121,26271, , ,25200, 
13-Jan-85,3682.89,21684700,445,15070,10274,26309, , ,25300, 
14-Jan-85,3682.74,21662500,445,13437,8518,26320, , ,25300, 
15-Jan-85,3682.57,21637400,445,11857,7806,26261, , ,25300, 
16-Jan-85,3682.41,21613800,444,12674,7532,26320, , ,25300, 
17-Jan-85,3682.3,21597600,444,15303,10101,24461, , ,23900, 
18-Jan-85,3682.11,21569600,443,9678,4334,25374, , ,24700, 
19-Jan-85,3681.94,21544600,443,11811,5173,26245, , ,25200, 
20-Jan-85,3681.78,21521000,442,12573,5722,26159, , ,25200, 
21-Jan-85,3681.67,21504800,442,16102,9822,25574, , ,24700, 
22-Jan-85,3681.58,21491700,442,18190,11890,25976, , ,25100, 
23-Jan-85,3681.45,21472500,441,14368,7758,25393, , ,24600, 
24-Jan-85,3681.34,21456400,441,16756,9692,26180, , ,25300, 
25-Jan-85,3681.24,21441800,441,17473,10968,25938, , ,25200, 
26-Jan-85,3681.12,21424200,440,16039,9817,26234, , ,25400, 
27-Jan-85,3680.98,21403700,440,14460,8816,26309, , ,25400, 
28-Jan-85,3680.87,21387600,440,16856,10084,26304, , ,25400, 
29-Jan-85,3680.74,21368500,439,15222,9163,26256, , ,25400, 
30-Jan-85,3680.62,21351000,439,16093,9532,26191, , ,25400, 
31-Jan-85,3680.5,21333500,439,16093,9529,26083, , ,25400, 
1-Feb-85,3680.29,21302800,530,10151,3499,28112, , ,26600, 
2-Feb-85,3680.08,21272200,529,12705,5682,29931, , ,29100, 
3-Feb-85,3679.82,21234400,528,8984,1938,30126, , ,29300, 
4-Feb-85,3679.61,21203800,527,11504,4712,28073, , ,27900, 
5-Feb-85,3679.45,21180500,527,13179,6312,26352, , ,25600, 
6-Feb-85,3679.29,21157300,526,13833,6446,26719, , ,26200, 
7-Feb-85,3679.11,21131200,526,12254,5133,26675, , ,26200, 
8-Feb-85,3678.93,21105100,525,12453,5715,26880, , ,26400, 
9-Feb-85,3678.84,21092100,525,19486,12633,26815, , ,26300, 
10-Feb-85,3678.69,21070400,524,14749,7143,26912, , ,26300, 
11-Feb-85,3678.54,21048700,524,14649,7045,26778, , ,26200, 
12-Feb-85,3678.41,21029900,523,16327,9193,26810, , ,26300, 
13-Feb-85,3678.27,21009700,523,15665,8579,26810, , ,26400, 
14-Feb-85,3678.13,20989400,522,15510,9014,26864, , ,26300, 
15-Feb-85,3678.01,20972200,522,17298,10288,26934, , ,26400, 
16-Feb-85,3677.87,20952000,521,15764,7967,26232, , ,26500, 
17-Feb-85,3677.74,20933200,521,16726,9262,26318, , ,26700, 
18-Feb-85,3677.6,20913100,520,16018,8584,26334, , ,26700, 
19-Feb-85,3677.43,20888600,520,13622,7289,26372, , ,26700, 
20-Feb-85,3677.3,20870000,519,16934,9024,26426, , ,26800, 
21-Feb-85,3677.23,20859900,519,21563,16026,26411, , ,26800, 
22-Feb-85,3677.08,20838400,519,15155,11007,26146, , ,26600, 
23-Feb-85,3676.91,20814000,518,13776,9644,26364, , ,26800, 
24-Feb-85,3676.74,20789600,518,13675,9792,26271, , ,26700, 
25-Feb-85,3676.59,20768200,517,15409,9848,26297, , ,26800, 
26-Feb-85,3676.46,20749500,517,16679,10718,26029, , ,26600, 
27-Feb-85,3676.31,20728100,516,15408,10450,26379, , ,26800, 
28-Feb-85,3676.12,20701000,515,12304,6821,26332, , ,26800, 
1-Mar-85,3675.97,20679500,788,15491,10330,26353, , ,26800, 
2-Mar-85,3675.82,20658100,787,14645,8904,25319, , ,25900, 
3-Mar-85,3675.61,20628200,786,11016,5457,26363, , ,26900, 
4-Mar-85,3675.5,20612600,786,18702,13088,26363, , ,26800, 
5-Mar-85,3675.33,20588400,785,13919,8339,26362, , ,26700, 
6-Mar-85,3675.17,20565600,784,14781,9183,26409, , ,26800, 
7-Mar-85,3675.05,20548600,783,17039,11742,25264, , ,25900, 
8-Mar-85,3674.96,20535800,783,16925,12768,22210, , ,23500, 
9-Mar-85,3674.92,20530100,783,18191,13907,19578, , ,20900, 
10-Mar-85,3674.87,20523000,782,15629,10726,18469, , ,19100, 
11-Mar-85,3674.85,20520200,782,18470,13182,19271, , ,19600, 
12-Mar-85,3674.82,20515900,782,17553,12929,18844, , ,19500, 
13-Mar-85,3674.87,20523000,782,23961,18375,19562, , ,19700, 
14-Mar-85,3674.88,20524400,783,21857,18839,20519, , ,20700, 
15-Mar-85,3674.89,20525800,783,22057,18490,20296, , ,20900, 
16-Mar-85,3674.97,20537200,783,26202,31589,18787, , ,19600, 
17-Mar-85,3675.08,20552800,784,25289,28583,15832, , ,16400, 
18-Mar-85,3675.15,20562700,784,24286,22541,17726, , ,18500, 
19-Mar-85,3675.35,20591200,785,32114,29468,15494, , ,16200, 
20-Mar-85,3675.4,20598300,785,22662,20843,18542, , ,18400, 
21-Mar-85,3675.56,20621100,786,28611,26876,15111, , ,15800, 
22-Mar-85,3675.59,20625300,786,19083,17223,16388, , ,16400, 
23-Mar-85,3675.71,20642400,787,26308,22653,15334, , ,16600, 
24-Mar-85,3675.81,20656700,787,23684,22953,15640, , ,15500, 
25-Mar-85,3675.84,20661000,787,22039,20390,18605, , ,19300, 
26-Mar-85,3675.82,20658100,787,17818,15886,18164, , ,19000, 
27-Mar-85,3676.1,20698100,789,40078,37987,17115, , ,17900, 
28-Mar-85,3676.21,20713700,789,24992,23169,15495, , ,16100, 
29-Mar-85,3676.29,20725200,790,24060,21819,16793, , ,17400, 
30-Mar-85,3676.36,20735200,790,24244,22157,17723, , ,18400, 
31-Mar-85,3676.47,20750900,791,25348,25028,15916, , ,16400, 
1-Apr-85,3676.57,20765200,1288,24836,23238,16372, , ,16400, 
2-Apr-85,3676.62,20772400,1289,23070,21612,17300, , ,18500, 
3-Apr-85,3676.67,20779500,1289,22816,19974,18077, , ,18300, 
4-Apr-85,3676.65,20776600,1289,19871,17563,20461, , ,20800, 
5-Apr-85,3676.65,20776600,1289,21050,17076,19564, , ,20400, 
6-Apr-85,3676.72,20786700,1289,27150,24303,20404, , ,21000, 
7-Apr-85,3676.79,20796700,1290,25796,24228,18885, , ,19700, 
8-Apr-85,3676.86,20806800,1291,27850,27345,21326, , ,21700, 
9-Apr-85,3676.97,20822500,1292,31400,31315,20892, , ,22200, 
10-Apr-85,3677.17,20851200,1293,36079,37905,19606, , ,19800, 
11-Apr-85,3677.4,20884200,1295,39022,40407,19673, , ,20400, 
12-Apr-85,3677.68,20924500,1297,43498,46224,20202, , ,20900, 
13-Apr-85,3677.93,20960500,1299,38957,41589,18885, , ,18700, 
14-Apr-85,3678.23,21003800,1302,45433,48173,19552, , ,21200, 
15-Apr-85,3678.55,21050000,1304,46714,52077,20644, , ,20900, 
16-Apr-85,3678.95,21107900,1308,54486,58247,21626, , ,22300, 
17-Apr-85,3679.41,21174600,1312,52280,58916,13526, , ,15300, 
18-Apr-85,3679.9,21245800,1316,54032,59661,15849, , ,14600, 
19-Apr-85,3680.29,21302700,1319,54947,61046,22804, , ,23300, 
20-Apr-85,3680.8,21377200,1323,64633,70751,22525, , ,23400, 
21-Apr-85,3681.2,21435700,1327,55922,62543,22986, , ,23400, 
22-Apr-85,3681.69,21507600,1331,62721,68957,21937, , ,22900, 
23-Apr-85,3682.13,21572300,1334,57002,65736,20414, , ,21100, 
24-Apr-85,3682.58,21638700,1338,56530,62742,19176, , ,19700, 
25-Apr-85,3682.92,21688900,1341,50410,58900,21926, , ,22400, 
26-Apr-85,3683.3,21745200,1344,52833,58269,20708, , ,21500, 
27-Apr-85,3683.58,21786700,1347,45376,50091,21729, , ,22100, 
28-Apr-85,3683.69,21803000,1348,32955,36750,22214, , ,23400, 
29-Apr-85,3684.21,21880300,1352,62372,65124,19636, , ,19600, 
30-Apr-85,3684.59,21936900,1355,53002,54336,20514, , ,21500, 
1-May-85,3685.04,22004100,1563,57378,59803,18927, , ,20000, 
2-May-85,3685.38,22054900,1566,48250,49786,19080, , ,19800, 
3-May-85,3685.78,22114900,1570,52762,53798,19430, , ,19300, 
4-May-85,3686.11,22164400,1573,54146,60146,25556, , ,26400, 
5-May-85,3686.58,22235100,1578,65992,70463,25800, , ,26700, 
6-May-85,3687.18,22325600,1583,76176,80155,25302, , ,26100, 
7-May-85,3687.83,22424000,1590,80581,86491,25523, , ,26200, 
8-May-85,3688.49,22524200,1596,81864,96786,25693, , ,26500, 
9-May-85,3689.19,22630800,1603,85152,99801,25347, , ,26300, 
10-May-85,3689.79,22722500,1609,77442,86199,25744, , ,26700, 
11-May-85,3690.53,22836000,1616,89316,98847,25778, , ,26700, 
12-May-85,3691.19,22937500,1623,82385,93393,25437, , ,26300, 
13-May-85,3691.86,23041000,1629,83577,94041,25455, , ,26400, 
14-May-85,3692.45,23132300,1635,77137,85824,25688, , ,26600, 
15-May-85,3692.99,23216200,1640,72411,80620,24913, , ,25900, 
16-May-85,3693.43,23284600,1645,62273,70134,23361, , ,24200, 
17-May-85,3693.64,23317400,1647,54790,64046,24820, , ,36100, 
18-May-85,3693.76,23336100,1648,56513,64462,28560, , ,45500, 
19-May-85,3693.87,23353300,1649,55497,60762,28360, , ,45300, 
20-May-85,3693.9,23357900,1649,47436,52825,27160, , ,44100, 
21-May-85,3694.03,23378300,1651,56240,58042,27360, , ,44300, 
22-May-85,3694.12,23392400,1651,53710,55761,28260, , ,45200, 
23-May-85,3694.24,23411100,1653,54916,61571,26960, , ,43900, 
24-May-85,3694.34,23426800,1654,54583,57310,28510, , ,45200, 
25-May-85,3694.46,23445500,1655,54917,56958,28980, , ,43900, 
26-May-85,3694.54,23458100,1656,52196,55949,29580, , ,44500, 
27-May-85,3694.69,23481500,1657,57877,60421,29380, , ,44300, 
28-May-85,3694.88,23511300,1659,63163,66105,31180, , ,46100, 
29-May-85,3695.06,23539600,1661,62447,66441,31280, , ,46200, 
30-May-85,3695.29,23575800,1663,67350,75571,31880, , ,46800, 
31-May-85,3695.58,23621400,1666,70969,79080,30380, , ,45300, 
1-Jun-85,3695.78,23652900,2629,65378,75947,31980, , ,46900, 
2-Jun-85,3695.97,23682800,2632,65008,75805,32480, , ,47400, 
3-Jun-85,3696.05,23695500,2633,55343,67637,32180, , ,47100, 
4-Jun-85,3696.27,23730200,2637,67124,79307,31980, , ,46900, 
5-Jun-85,3696.36,23744400,2638,52162,62565,31540, , ,43100, 
6-Jun-85,3696.55,23774400,2641,55367,62749,30760, , ,37700, 
7-Jun-85,3696.82,23817200,2645,57838,65436,29970, , ,33200, 
8-Jun-85,3697.09,23860000,2649,54940,61561,30300, , ,30300, 
9-Jun-85,3697.43,23913900,2654,60787,67278,30100, , ,30100, 
10-Jun-85,3697.86,23982300,2661,68785,76230,30200, , ,30200, 
11-Jun-85,3698.38,24065100,2669,76630,85377,30200, , ,30200, 
12-Jun-85,3698.85,24140200,2676,74141,85169,29800, , ,31900, 
13-Jun-85,3699.25,24204200,2682,73400,87342,30060, , ,37200, 
14-Jun-85,3699.49,24242700,2685,64617,80989,30540, , ,42300, 
15-Jun-85,3699.67,24271600,2688,64092,76968,31880, , ,47000, 
16-Jun-85,3699.82,24295700,2690,60279,72729,30680, , ,45800, 
17-Jun-85,3699.97,24319800,2693,59480,72848,29880, , ,45000, 
18-Jun-85,3700.01,24326200,2693,51643,65620,31680, , ,46800, 
19-Jun-85,3700.05,24332700,2694,51398,64144,31380, , ,46500, 
20-Jun-85,3700.1,24340700,2695,52415,64651,31580, , ,46700, 
21-Jun-85,3700.09,24339100,2695,47288,59165,31680, , ,46800, 
22-Jun-85,3700.05,24332600,2694,44419,54703,31480, , ,46600, 
23-Jun-85,3700.07,24335900,2694,48755,56466,30480, , ,45600, 
24-Jun-85,3700.04,24331000,2694,45290,51721,31480, , ,46600, 
25-Jun-85,3699.94,24314900,2692,36091,42196,30560, , ,43500, 
26-Jun-85,3700.04,24331000,2694,46725,50846,28410, , ,36600, 
27-Jun-85,3700.02,24327800,2694,35416,38491,28740, , ,35800, 
28-Jun-85,3700.07,24335900,2694,38569,40676,29230, , ,32800, 
29-Jun-85,3700.1,24340700,2695,33872,36388,29513, , ,29900, 
30-Jun-85,3700.11,24342300,2695,32130,34620,29468, , ,29900, 
1-Jul-85,3700.12,24343900,3109,32339,34254,29453, , ,29900, 
2-Jul-85,3700.08,24337500,3108,28483,29045,29771, , ,30400, 
3-Jul-85,3700.04,24331000,3108,28128,29218,29498, , ,30100, 
4-Jul-85,3699.91,24310100,3105,20186,21555,29359, , ,30000, 
5-Jul-85,3699.85,24300500,3104,26538,28674,29562, , ,30200, 
6-Jul-85,3699.64,24266700,3101,13259,15901,29334, , ,30100, 
7-Jul-85,3699.63,24265100,3101,30492,31909,29234, , ,29800, 
8-Jul-85,3699.51,24245900,3098,20908,21074,29189, , ,29800, 
9-Jul-85,3699.37,24223400,3096,19010,18819,29058, , ,29700, 
10-Jul-85,3699.29,24210600,3095,23991,24725,28822, , ,29400, 
11-Jul-85,3699.12,24183400,3092,16449,16334,29045, , ,29700, 
12-Jul-85,3698.95,24156200,3089,16647,15712,29140, , ,29900, 
13-Jul-85,3698.92,24151300,3088,23189,21261,23628, , ,24300, 
14-Jul-85,3698.78,24129000,3086,13814,12219,23600, , ,24400, 
15-Jul-85,3698.59,24098600,3082,15202,15208,29254, , ,30200, 
16-Jul-85,3698.38,24065100,3079,13212,12237,28378, , ,29900, 
17-Jul-85,3698.3,24052300,3077,22782,20896,27402, , ,28200, 
18-Jul-85,3698.15,24028400,3075,17537,17074,28312, , ,29000, 
19-Jul-85,3698,24004500,3072,16636,15156,27173, , ,28100, 
20-Jul-85,3697.87,23983800,3070,17677,16534,26831, , ,27400, 
21-Jul-85,3697.81,23974300,3069,24275,24429,26927, , ,27900, 
22-Jul-85,3697.86,23982200,3070,32349,31753,25504, , ,26500, 
23-Jul-85,3697.81,23974300,3069,23746,24013,25435, , ,26500, 
24-Jul-85,3697.76,23966300,3068,22591,22468,24258, , ,25400, 
25-Jul-85,3697.8,23972700,3069,31132,32016,25185, , ,26100, 
26-Jul-85,3697.69,23955100,3067,19563,19605,26552, , ,27600, 
27-Jul-85,3697.59,23939300,3065,21442,22980,27664, , ,28500, 
28-Jul-85,3697.48,23921800,3063,21516,21772,28176, , ,29500, 
29-Jul-85,3697.39,23907400,3062,21603,21613,26671, , ,27900, 
30-Jul-85,3697.21,23878900,3058,13924,11685,27241, , ,27900, 
31-Jul-85,3697.12,23864600,3057,22455,21161,27646, , ,28700, 
1-Aug-85,3697,23845600,3040,19487,17530,27266, , ,28300, 
2-Aug-85,3695.85,23824200,3020,18470,17105,27406, , ,28600, 
3-Aug-85,3696.73,23802800,3035,16778,17912,25777, , ,26900, 
4-Aug-85,3696.62,23785400,3033,18855,18855,25857, , ,26800, 
5-Aug-85,3696.43,23755300,3030,13338,12330,27224, , ,28200, 
6-Aug-85,3696.3,23734800,3028,18664,17197,27236, , ,28300, 
7-Aug-85,3696.11,23704800,3024,12090,12074,25880, , ,26900, 
8-Aug-85,3695.93,23676400,3021,12660,13254,25199, , ,26600, 
9-Aug-85,3695.8,23655900,3019,16860,17390,25700, , ,26500, 
10-Aug-85,3695.52,23611800,3014,3607,3982,25259, , ,26100, 
11-Aug-85,3695.32,23580300,3011,11266,11717,25683, , ,26900, 
12-Aug-85,3695.09,23544200,3007,8560,7889,25983, , ,26700, 
13-Aug-85,3694.87,23509700,3003,10729,8584,26550, , ,28000, 
14-Aug-85,3694.66,23476700,2999,11044,9600,26545, , ,27500, 
15-Aug-85,3694.38,23432800,2995,4406,3109,25860, , ,26800, 
16-Aug-85,3694.14,23395300,2990,8289,6475,26171, , ,27200, 
17-Aug-85,3693.97,23368700,2988,13123,12405,25172, , ,26100, 
18-Aug-85,3693.7,23326600,2983,3881,2127,24006, , ,25300, 
19-Aug-85,3693.44,23286000,2978,6895,4559,26922, , ,27500, 
20-Aug-85,3693.28,23261100,2976,13042,10781,23890, , ,25100, 
21-Aug-85,3693.05,23225300,2972,6105,3646,23079, , ,24100, 
22-Aug-85,3692.84,23192700,2968,8946,6650,24237, , ,25200, 
23-Aug-85,3692.65,23163200,2965,9932,7696,23411, , ,24500, 
24-Aug-85,3692.45,23132100,2961,9759,7076,23995, , ,25200, 
25-Aug-85,3692.17,23088700,2957,2360,-565,23742, , ,24500, 
26-Aug-85,3691.93,23051600,2952,7588,4796,25330, , ,26300, 
27-Aug-85,3691.77,23026900,2950,13038,9736,24070, , ,25000, 
28-Aug-85,3691.51,22986700,2945,4796,1889,24271, , ,25200, 
29-Aug-85,3691.28,22951200,2941,7953,4914,25601, , ,25800, 
30-Aug-85,3690.98,22905000,2936,5125,1655,27867, , ,28800, 
31-Aug-85,3690.74,22868100,2932,10086,6825,28019, , ,28700, 
1-Sep-85,3690.44,22822000,2784,4903,1675,27852, , ,28600, 
2-Sep-85,3690.15,22777400,2780,4617,645,26977, , ,27500, 
3-Sep-85,3689.91,22740700,2776,6717,3228,24775, , ,25300, 
4-Sep-85,3689.61,22694800,2771,4505,-69,27174, , ,28100, 
5-Sep-85,3689.34,22653500,2767,6807,2933,27085, , ,27900, 
6-Sep-85,3689.08,22613800,2762,4376,609,23695, , ,24600, 
7-Sep-85,3688.92,22589400,2760,12006,9348,23142, , ,23900, 
8-Sep-85,3688.68,22552900,2756,4715,1630,22376, , ,23200, 
9-Sep-85,3688.45,22517900,2752,7430,3693,24358, , ,25100, 
10-Sep-85,3688.22,22482900,2748,6928,4018,23905, , ,24600, 
11-Sep-85,3688.17,22475300,2748,19947,17169,22009, , ,22700, 
12-Sep-85,3687.89,22432800,2743,1342,-2322,22183, , ,23100, 
13-Sep-85,3687.71,22405600,2740,10371,6600,23056, , ,23800, 
14-Sep-85,3687.65,22396500,2739,20026,16820,22696, , ,23600, 
15-Sep-85,3687.41,22360100,2735,3559,282,21193, , ,22000, 
16-Sep-85,3687.24,22334400,2732,11684,8750,23810, , ,24300, 
17-Sep-85,3687.09,22311800,2730,13771,11873,23887, , ,24700, 
18-Sep-85,3686.98,22295200,2728,14137,12979,21057, , ,21800, 
19-Sep-85,3686.99,22296700,2728,25093,23241,22299, , ,22900, 
20-Sep-85,3686.87,22278600,2726,14219,12467,22269, , ,22700, 
21-Sep-85,3686.79,22266500,2725,16186,13708,21088, , ,21400, 
22-Sep-85,3686.7,22252900,2724,16268,13435,22121, , ,22300, 
23-Sep-85,3686.6,22237900,2722,14805,13895,21429, , ,21600, 
24-Sep-85,3686.47,22218300,2720,12199,13285,21548, , ,21500, 
25-Sep-85,3686.34,22198700,2718,12698,11768,21773, , ,22000, 
26-Sep-85,3686.24,22183700,2716,14502,14402,21534, , ,21300, 
27-Sep-85,3686.07,22158100,2713,8029,8965,20310, , ,20600, 
28-Sep-85,3685.99,22146100,2712,16034,15961,21335, , ,21200, 
29-Sep-85,3685.84,22123600,2710,8015,7261,18673, , ,18900, 
30-Sep-85,3685.66,22096600,2707,7563,7275,21029, , ,20900, 
1-Oct-85,3685.66,22096600,1820,13818,12254,11781, , ,12900, 
2-Oct-85,3685.67,22098100,1820,13835,11881,12102, , ,12100, 
3-Oct-85,3685.67,22098100,1820,14318,12499,13035, , ,13400, 
4-Oct-85,3685.66,22096600,1820,11801,11205,11686, , ,11700, 
5-Oct-85,3685.66,22096600,1820,10348,10414,9467, , ,9430, 
6-Oct-85,3685.68,22099600,1821,11552,11006,8616, , ,9000, 
7-Oct-85,3685.65,22095100,1820,10568,9024,12225, , ,12100, 
8-Oct-85,3685.7,22102600,1821,16302,15668,10879, , ,11300, 
9-Oct-85,3685.65,22095100,1820,8534,7272,11669, , ,11700, 
10-Oct-85,3685.73,22107100,1821,19252,17383,11569, , ,11800, 
11-Oct-85,3685.8,22117600,1822,17436,17328,10838, , ,10800, 
12-Oct-85,3685.86,22126600,1823,16020,16151,9854, , ,10200, 
13-Oct-85,3686,22147600,1824,18774,18282,5939, , ,6420, 
14-Oct-85,3686.07,22158100,1825,19038,18387,13555, , ,12400, 
15-Oct-85,3686.14,22168600,1826,17638,17107,10910, , ,11000, 
16-Oct-85,3686.19,22176100,1826,16005,16541,10787, , ,11000, 
17-Oct-85,3686.23,22182100,1827,15488,15448,11328, , ,11300, 
18-Oct-85,3686.25,22185100,1827,15355,16706,13046, , ,12800, 
19-Oct-85,3686.31,22194200,1827,15977,16265,9971, , ,10100, 
20-Oct-85,3686.35,22200200,1828,15389,13889,11134, , ,11200, 
21-Oct-85,3686.32,22195700,1828,10871,9643,12612, , ,12400, 
22-Oct-85,3686.35,22200200,1828,15272,14202,11277, , ,11900, 
23-Oct-85,3686.38,22204700,1828,14072,12735,10945, , ,10700, 
24-Oct-85,3686.38,22204700,1828,13622,13215,12877, , ,12700, 
25-Oct-85,3686.38,22204700,1828,14222,13849,13321, , ,13300, 
26-Oct-85,3686.38,22204700,1828,11522,11164,10313, , ,10600, 
27-Oct-85,3686.38,22204700,1828,12322,11010,12543, , ,11400, 
28-Oct-85,3686.33,22197200,1828,12438,11277,15401, , ,15600, 
29-Oct-85,3686.27,22188100,1827,11566,9557,15442, , ,15600, 
30-Oct-85,3686.25,22185100,1827,12188,10803,13127, , ,12900, 
31-Oct-85,3686.23,22182100,1827,12388,11648,13168, , ,13100, 
1-Nov-85,3686.23,22182100,1806,13711,12799,12720, , ,12800, 
2-Nov-85,3686.22,22180600,1805,11694,10877,11654, , ,11600, 
3-Nov-85,3686.3,22192600,1806,15415,13897,7504, , ,7970, 
4-Nov-85,3686.3,22192600,1806,12311,9862,11827, , ,11400, 
5-Nov-85,3686.3,22192600,1806,12211,9662,11633, , ,11300, 
6-Nov-85,3686.3,22192600,1806,14211,11012,13505, , ,13300, 
7-Nov-85,3686.27,22188100,1806,11460,8664,13341, , ,13000, 
8-Nov-85,3686.26,22186600,1806,12694,9610,12337, , ,12600, 
9-Nov-85,3686.26,22186600,1806,14411,11910,14310, , ,13500, 
10-Nov-85,3686.24,22183600,1806,10877,8495,10568, , ,11600, 
11-Nov-85,3686.21,22179100,1805,11760,8372,13775, , ,13300, 
12-Nov-85,3686.15,22170100,1805,9610,7343,13234, , ,13600, 
13-Nov-85,3686.15,22170000,1805,13056,9682,12347, , ,12200, 
14-Nov-85,3686.15,22170000,1805,14210,11173,13194, , ,13300, 
15-Nov-85,3686.12,22165600,1804,12414,9284,14911, , ,13900, 
16-Nov-85,3686.14,22168500,1805,15289,12678,12240, , ,12800, 
17-Nov-85,3686.18,22174600,1805,16232,13322,11521, , ,12000, 
18-Nov-85,3686.14,22168500,1805,10689,7707,13545, , ,13100, 
19-Nov-85,3686.14,22168500,1805,15210,12483,14621, , ,14300, 
20-Nov-85,3686.11,22164100,1804,12914,9779,14218, , ,14400, 
21-Nov-85,3686.07,22158000,1804,11988,9342,14534, , ,14400, 
22-Nov-85,3686.08,22159500,1804,14426,11661,12475, , ,12700, 
23-Nov-85,3686.07,22158000,1804,12393,9114,12979, , ,12300, 
24-Nov-85,3686.05,22155000,1804,9226,6138,9309, , ,9950, 
25-Nov-85,3686.12,22165600,1804,18682,14918,12536, , ,12000, 
26-Nov-85,3686.11,22164000,1804,10939,6267,10522, , ,10900, 
27-Nov-85,3686.18,22174500,1805,15798,11045,9248, , ,9170, 
28-Nov-85,3686.3,22192600,1806,17446,14035,5404, , ,6680, 
29-Nov-85,3686.41,22209100,1807,18646,15166,9921, , ,8750, 
30-Nov-85,3686.47,22218200,1808,14137,11490,7907, , ,8270, 
1-Dec-85,3686.6,22237800,1402,16299,15231,4218, , ,4920, 
2-Dec-85,3686.63,22242200,1402,13203,11037,11638, , ,10100, 
3-Dec-85,3686.67,22248300,1402,16129,12131,12473, , ,12100, 
4-Dec-85,3686.75,22260300,1403,19842,15961,12824, , ,12600, 
5-Dec-85,3686.75,22260300,1403,15708,10799,15154, , ,15000, 
6-Dec-85,3686.75,22260300,1403,14508,9785,13719, , ,13800, 
7-Dec-85,3686.85,22275400,1404,19130,15702,10015, , ,10200, 
8-Dec-85,3686.87,22278400,1404,10722,6478,8030, , ,8380, 
9-Dec-85,3686.92,22286000,1404,16847,12578,12956, , ,12000, 
10-Dec-85,3686.94,22289000,1405,15642,12454,14427, , ,13300, 
11-Dec-85,3686.85,22275400,1404,8503,4392,15022, , ,15200, 
12-Dec-85,3686.75,22260300,1403,8386,5883,16981, , ,15900, 
13-Dec-85,3686.7,22252800,1403,13024,8023,16309, , ,16400, 
14-Dec-85,3686.7,22252800,1403,12907,7707,12620, , ,12200, 
15-Dec-85,3686.77,22263300,1403,14795,10036,7786, , ,8370, 
16-Dec-85,3686.73,22257300,1403,8841,3198,12564, , ,11400, 
17-Dec-85,3686.73,22257300,1403,13008,6040,12025, , ,12300, 
18-Dec-85,3686.67,22248200,1402,7252,1087,11236, , ,11500, 
19-Dec-85,3686.7,22252800,1403,16012,9740,12992, , ,12800, 
20-Dec-85,3686.7,22252800,1403,11807,6805,11307, , ,11100, 
21-Dec-85,3686.7,22252800,1403,11307,7341,11083, , ,10600, 
22-Dec-85,3686.83,22272400,1404,15070,9442,1878, , ,3690, 
23-Dec-85,3686.88,22279900,1404,13862,8760,11043, , ,9070, 
24-Dec-85,3686.88,22279900,1404,11808,7013,11063, , ,11100, 
25-Dec-85,3687.01,22299500,1405,15171,9993,2605, , ,3790, 
26-Dec-85,3687.08,22310100,1406,14301,9787,9460, , ,7820, 
27-Dec-85,3687.08,22310100,1406,12609,9088,12783, , ,11900, 
28-Dec-85,3687.08,22310100,1406,12309,9257,11293, , ,11600, 
29-Dec-85,3687.1,22313100,1406,11373,8582,8854, , ,9030, 
